Technology ID,Technology Name,Problem,Solution,Benefits/Advantages,Potential Commercial Applications,Technology Categories,Associated Researcher(s),Post date,IP Status,Number (if available),IP Status Text,Tags,Inquiries,Edit Record,f_tech name+gtrcID,GTRC Page,Assessment,Form Link to Express Interest
3204,Perylene Compounds for Use in  Electronics ,"Perylenetetracarboxylic diimide charge-transport materials, methods of forming perylenetetracarboxylic diimide charge-transport materials, and methods of using the perylenetetracarboxylic diimide charge-transport materials
Georgia Tech inventors have invented a perylenetetracarboxylic diimide charge-transport materials; polymers, co-polymers, and homopolymers, including perylenetetracarboxylic diimide charge-transport materials; polymer layers including perylenetetracarboxylic diimide charge-transport materials; mixtures including perylenetetracarboxylic diimide charge-transport monomers; and devices including perylenetetracarboxylic diimide charge-transport materials.¬†

One exemplary perylenetetracarboxylic diimide charge-transport material, among others, is a perylenetetracarboxylic diimide charge-transport material monomer having a structure of Formula I:¬†where Y in each instance can be independently selected from the following: H, CN, acceptors, donors, and a polymerizable group; and where X in each instance can be independently selected from a polymerizable group.

¬†
","Georgia Tech inventors have invented a perylenetetracarboxylic diimide charge-transport materials; polymers, co-polymers, and homopolymers, including perylenetetracarboxylic diimide charge-transport materials; polymer layers including perylenetetracarboxylic diimide charge-transport materials; mixtures including perylenetetracarboxylic diimide charge-transport monomers; and devices including perylenetetracarboxylic diimide charge-transport materials.¬†One exemplary perylenetetracarboxylic diimide charge-transport material, among others, is a perylenetetracarboxylic diimide charge-transport material monomer having a structure of Formula I:¬†where Y in each instance can be independently selected from the following: H, CN, acceptors, donors, and a polymerizable group; and where X in each instance can be independently selected from a polymerizable group.¬†","
High electron mobilties
","Transport materials
light emitting diodes (LEDs)
field effect transistors¬†
photovoltaic devices
sensors


","Polymers/Membranes,Semiconductors","Seth Marder,Bernard Kippelen",3/15/2019,U.S. Patent Issued,US8344142B2,,"Polymers/Membranes,Semiconductors",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recdE28CQywgt0dPa,3204- Perylene Compounds for Use in  Electronics ,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
3255,Block Resonator Biosensor with Annexed Platform,"A high-Q longitudinal block resonator with an annexed platform for mass sensing
Georgia Tech inventors have created a high-Q longitudinal block resonator with an annexed platform for mass sensing. The annexed sensing platforms incorporated into the sensors greatly alleviate the technical issues pertinent to cantilever-based mass sensors. The utilization of the length-extensional bulk-mode vibrations of a resonant microstructure enables higher mass sensitivity at a large scale, relative to cantilever-based sensors; high-Q in air; on-chip integrated transducers; and compatibility with sensor array configurations.
","Georgia Tech inventors have created a high-Q longitudinal block resonator with an annexed platform for mass sensing. The annexed sensing platforms incorporated into the sensors greatly alleviate the technical issues pertinent to cantilever-based mass sensors. The utilization of the length-extensional bulk-mode vibrations of a resonant microstructure enables higher mass sensitivity at a large scale, relative to cantilever-based sensors; high-Q in air; on-chip integrated transducers; and compatibility with sensor array configurations.","
Improved mass sensitivity
High-quality in air
Simplicity in fabrication
Reliable
","Defense applications
Chemical-sensing
Environmental monitoring
Health care
",Biological,Farrokh Ayazi,3/18/2019,U.S. Patent Issued,US7819011B2,,Biological,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recuMv9PiE91DHhpo,3255- Block Resonator Biosensor with Annexed Platform,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
3278,Light Powered RFID Tags,"RFID tags comprised of components disposed on a flexible conformal substrate
Georgia Tech inventors have created RFID tags comprised of components disposed on a flexible conformal substrate. The substrate are substantially transparent and opaque and the components are comprised of organic electronic components. Components and circuits are manufactured using thin-film deposition processes and by deposition of metal-containing inks using inkjet technology.¬†One aspect of the invention comprises a radio frequency identification (RFID) transponder. The RF transponder is comprised of a substantially flexible, conformal substrate. Disposed on the substrate are one or more electronic devices including an antenna; a power source; a modulator; and a data/identification memory unit. The electronic devices are operatively coupled using one or more conductive circuits disposed upon said flexible, conformal substrate.
","Georgia Tech inventors have created RFID tags comprised of components disposed on a flexible conformal substrate. The substrate are substantially transparent and opaque and the components are comprised of organic electronic components. Components and circuits are manufactured using thin-film deposition processes and by deposition of metal-containing inks using inkjet technology.¬†One aspect of the invention comprises a radio frequency identification (RFID) transponder. The RF transponder is comprised of a substantially flexible, conformal substrate. Disposed on the substrate are one or more electronic devices including an antenna; a power source; a modulator; and a data/identification memory unit. The electronic devices are operatively coupled using one or more conductive circuits disposed upon said flexible, conformal substrate.","
Ultra-thin
Highly flexible and conformable
Long sheltimes and operation times
Non-toxic
","On-vehicle radio-frequency (RF) automated toll system
Homeland security
Inventory
Identification
","Electronic/Conductive,Signal Processing,Flexible","Bernard Kippelen,Gregory David Durgin",3/18/2019,U.S. Patent Issued,US7642918B2,,"Electronic/Conductive,Signal Processing,Flexible",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recZmKr83Zkimg184,3278- Light Powered RFID Tags,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
3281,Contact Resistance Stabilization for Lead Free Surfaces,"A modified electrically conductive adhesive using innovative corrosion inhibitors such as amino acid and dicarboxylic acid
Georgia Tech inventors have developed a modified electrically conductive adhesive using innovative corrosion inhibitors such as amino acid and dicarboxylic acid. Proposed corrosion inhibitors can act as a barrier between the metal surface when forming a film over the metal surfaces, and therefore prevents the metal corrosion.¬† The functional groups are either ‚ÄìNH2, which can form bonds by electron donation, or acidic groups,¬†such as ‚ÄìCOOH, which can provide the proton to catalyze the epoxy resin. Furthermore, the carboxylate ion can coordinate with the Sn ion and immobilize its migration property. By forming a barrier layer or a protection film on the Sn surface, or by forming a ring closure with Sn, the contact resistance of ECA's on the Sn and Sn alloy surface can be stabilized and the reliability of ECAs can be improved significantly.¬†
","Georgia Tech inventors have developed a modified electrically conductive adhesive using innovative corrosion inhibitors such as amino acid and dicarboxylic acid. Proposed corrosion inhibitors can act as a barrier between the metal surface when forming a film over the metal surfaces, and therefore prevents the metal corrosion.¬† The functional groups are either ‚ÄìNH2, which can form bonds by electron donation, or acidic groups,¬†such as ‚ÄìCOOH, which can provide the proton to catalyze the epoxy resin. Furthermore, the carboxylate ion can coordinate with the Sn ion and immobilize its migration property. By forming a barrier layer or a protection film on the Sn surface, or by forming a ring closure with Sn, the contact resistance of ECA's on the Sn and Sn alloy surface can be stabilized and the reliability of ECAs can be improved significantly.¬†","Efficiency — fuel flexibilty
Cost effective — single-step solution and less expensive materials
Lower operating temperature — clean production of electricity
Improved operation — vibration-free and virtually noise-free
Enhanced electro-catalytic activity — stability of the cathode



","
Production of solid oxide fuel cells

Power generation
Transportation
Military applications


","Electronic/Conductive,Films,Components,Generation,Transportation",Ching Ping Wong,3/18/2019,U.S. Patent Issued,US7527749B2,,"Electronic/Conductive,Films,Components,Generation,Transportation",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/rec5FeDZ8viZ5Fxsl,3281- Contact Resistance Stabilization for Lead Free Surfaces,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
3321,Edge Viewing Photodetector ,"An edge viewing semiconductor photodetector
Georgia Tech inventors have created an edge viewing semiconductor photodetector. Light is transmitted through an optical fiber conduit comprising a core region surrounded by a cladding region. The light is received at the edge viewing semiconductor photodetector having an active area. The active area may be substantially contained within a first plane. The edge viewing semiconductor photodetector may further have conducting contact pads connected to the active area. A signal is received from the pads and corresponded to the transmitted light. In essence, these parts makeup a contiguous semiconductor volume to provide light detection.¬†
","Georgia Tech inventors have created an edge viewing semiconductor photodetector. Light is transmitted through an optical fiber conduit comprising a core region surrounded by a cladding region. The light is received at the edge viewing semiconductor photodetector having an active area. The active area may be substantially contained within a first plane. The edge viewing semiconductor photodetector may further have conducting contact pads connected to the active area. A signal is received from the pads and corresponded to the transmitted light. In essence, these parts makeup a contiguous semiconductor volume to provide light detection.¬†","
Efficient
Cheaper
","
Light entry facet configuration
","Semiconductors,Electronic","Daniel Guidotti,Gee-Kung Chang,Hung-Fei Kuo,Jae-Hyun Ryou,Russell Dean Dupuis",3/18/2019,U.S. Patent Issued,US7482667B2,,"Semiconductors,Electronic",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recKsQ0wUTsz3wS6C,3321- Edge Viewing Photodetector ,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
3348,Ultrasound System for Measuring Weld Penetration Depth,"A system for measuring weld penetration depth using an ultrasound sensor system
Georgia Tech inventors have developed and patented an ultrasound weld penetration depth measurement system that accurately and precisely measures weld penetration depth.¬† This system is comprised of an ultrasound source, a sensor, and a signal processing system.¬† The ultrasound source and sensor are placed on components welded together; the sensor detects ultrasound waves traveling through the material and sends the information to the signal processing system, which calculates the weld penetration depth.¬† Because the ultrasound source and sensor can withstand harsh environments, this system has the potential to be used real-time during the welding process in addition to off-line, after welding.¬†
","Georgia Tech inventors have developed and patented an ultrasound weld penetration depth measurement system that accurately and precisely measures weld penetration depth.¬† This system is comprised of an ultrasound source, a sensor, and a signal processing system.¬† The ultrasound source and sensor are placed on components welded together; the sensor detects ultrasound waves traveling through the material and sends the information to the signal processing system, which calculates the weld penetration depth.¬† Because the ultrasound source and sensor can withstand harsh environments, this system has the potential to be used real-time during the welding process in addition to off-line, after welding.¬†","
Real-Time ‚Äì Potential to operate in a real-time welding environment
Reliable ‚Äì Test have shown repeated accurate and precise results
Off-Life ‚Äì Ability to check health and viability of welds
Safe ‚Äì Reduce risks of malformed and weak welds
Economical ‚Äì Prevents material from being wasted on weak and malformed welds
","
Welding
Safety Evaluation Checks
","Electronic,Signal Processing,Data Analytics","Ifeanyi Charles Ume,Akio Kita",3/18/2019,U.S. Patent Issued,US7762136B2,,"Electronic,Signal Processing,Data Analytics",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recTObEAxSiv2bOcN,3348- Ultrasound System for Measuring Weld Penetration Depth,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
3357,Bio-SIM-S1: An Automated Biological Sample Aliquoting Processing System,"Reducing time, costs, and manual steps needed for processing swab samples
Bio-SIM-S1 is a non-contact, automated biological sample aliquoting processing system designed to address the often time-consuming and costly steps involved with processing biological samples. Georgia Tech‚Äôs patented innovation is particularly well suited to addressing the needs of labs tasked with processing large-scale quantities of cotton-tipped swabs, Dacron applicators, or sponges used for collecting buccal cells and other biological samples for DNA profiling, virus/infectious disease testing, and more.

The system leverages a robotic instrument that reads and records the sample identification number, cuts the swab or applicator containing the biological sample, and places a portion of the sample into a specific location in a designated tube or multi-well plate. Bio-SIM-S1 ensures sample integrity while automating the process of sample cutting and aliquoting, thereby eliminating a manual step of such lab processes. In doing so, it greatly reduces the analyst or technician hours required to process biological samples compared with manual protocols. It also reduces the time and cost of biological processing lab operations.
",,"
Automated: Leverages robotics to eliminate the need for manual aliquoting of biological swab samples
Non-contact: Sidesteps the need for human contact with biological samples during the aliquoting process, thereby reducing risk of sample carryover and cross-contamination
Economical: Offers the potential to lower the costs associated with biological sample aliquoting and processing, especially for large quantities of samples
Timesaving: Significantly reduces the number of technician or analyst hours needed to manually process biological samples, enabling labs to potentially process more samples in less time and acquire results faster
Accurate: Maintains sample integrity and reduces contamination risks by eliminating the need for human contact and lowering risks for human errors such as sample switching or misidentification
Robust: Includes features for 96 well plate mapping, sample setup and processing, barcode reading and sample identification, and data storage
User-friendly: Features a graphical, menu-driven user interface and supports integration with existing data management systems
","
Biological sample processing
Biological sample aliquoting
DNA and forensic screening and testing
Virus and infectious disease testing
Buccal cell sample processing
","Diagnostics,Research Tools,Robotics",Cyrus Aidun,6/18/2022,U.S. Patent Issued,US7745204,,"Diagnostics,Research Tools,Robotics",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recGhR5AGGZTzUqvD,3357- Bio-SIM-S1: An Automated Biological Sample Aliquoting Processing System,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
3402,Coronene Compounds for Use in Electronics,"Coronene diimide-containing materials for use in organic electronics and optoelectronics 
Georgia Tech inventors have developed Coronene diimide-containing materials for use in organic electronics and optoelectronics. Such room-temperature discotic liquid crystalline coronene diimides have a high charge carrier mobility and processability. Moreover, these materials have the capability of stacking into highly order columns, providing the potential to reduce manufacturing costs and enhance performance of organic electronics and optoelectronics.
¬†
",,"
Stable¬†‚Äî¬†chemical, thermal, and photochemical stability and relatively low carrier mobility
Cheaper¬†‚Äî¬†¬†tunable properties and simple processing methods, combined with the mechanical flexibility make new materials ideal for large-area applications
Versatile¬†‚Äî¬†can be cast on a variety of low cost substrates: glass, plastic, and metal foils
","
Large-scale electronic and electro-optic devices¬†
Organic light emitting diodes (OLED)
Colored displays
Field effect transistors (FET)
Photovoltaic (PV) devices
Biosensors
Supramolecular architectures¬†
","Electronic/Conductive,Components","Bernard Kippelen,Seth Marder,Jungsheng Yu,Zesehng An",3/19/2019,U.S. Patent Issued,US8039625B2,,"Electronic/Conductive,Components",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/rec5AUW2GZhM8NIGF,3402- Coronene Compounds for Use in Electronics,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
3404,Oriented NanoFilament Construct for Nerve Regeneration,"An oriented NanoFilament construction for nerve regeneration 
Georgia Tech inventors have developed 2D and 3D scaffolds with oriented nano-filaments that mimic the strategy used by collagen and other fibrillar structures to guide cell migration or tissue development and promote regeneration in a guided, direction-sensitive manner.¬†In one embodiment, a method of tissue regeneration is provided that includes the step of implanting into a patient an implantable scaffold as described above. In one particular embodiment, the site of implantation is between two nerve stumps in a peripheral nerve. The uniaxially oriented nanofibers of the scaffold promote nerve regeneration by promoting and supporting directional glial and nerve infiltration of the scaffold. Thus, the scaffold can be applied to guide the migration of endogenous or transplanted cells and tissues, including tissues of the peripheral and central nervous system.
",,"
Provides directional cues for cell and tissue regeneration
Eliminates donor site morbidity associated by allografts
Easily manufactured
Tested for longer gap
","
Guide endogenous or transplanted cells and tissues to damaged tissues
Restore cell/ tissue function¬†
Various tissue engineering applications
","Polymers/Membranes,Medical Devices,Nanomaterials","Ravi Bellamkonda,Satish Kumar,YongTae (Tony) Kim,Dasharatham Goud Janagama",3/19/2019,U.S. Patent Issued,US8652215B2,,"Polymers/Membranes,Medical Devices,Nanomaterials",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recWJkMLmG9YFa2Ch,3404- Oriented NanoFilament Construct for Nerve Regeneration,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
3409,Recyclable and Reusable Co-Salen Complexes for Catalytic Use,"A polymer-supported salen ligand that is recyclable and reusable

Georgia Tech inventors have synthesized¬†a polymer-supported salen ligand that is recyclable and reusable. The polymers, poly(norbornene) and poly(styrene), can be metallated with cobalt to yield a co-salen complex that is as active and effective as its non-supported analogous. The complex can also be reused with almost identical reactivity and enantioselectivity, given proper procedure of isolation and reactivation. The polymeric cobalt complexes were successfully used as supported catalysts for hydrolytic kinetic resolution (HKR) of epoxides as well as asymmetric epoxidation of olefins. The complexes showed catalytic activity and selectivity comparative to that of the original Jacobsen catalysts. Cobalt-based copolymers were found to be more active and selective than their homopolymer analogues. The catalysts demonstrated possibility of easy metal removal from the product as the catalysts were easily removed from the reaction mixtures and with proper recycling, the catalyst retained activity and selectivity for further use.
",,"
Recyclability
Retention of activity and selectivity
Ease of separation from reaction product
Cost-effective solution
","
Catalysis
Pharmaceuticals
Drug synthesis
Agricultural chemical synthesis
","Polymers/Membranes,Pharmaceuticals","Christopher W. Jones,Michael J. Holbach,Marcus Weck,Xiaolai Zheng",3/19/2019,U.S. Patent Issued,US8207365B2,,"Polymers/Membranes,Pharmaceuticals",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/rec9hcybERQJA0Wp4,3409- Recyclable and Reusable Co-Salen Complexes for Catalytic Use,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
